Wall time,Step,Value
1497809004.552058,62,0.9774678349494934
1497809696.147243,63,0.977706253528595
1497810382.267939,64,0.9769909381866455
1497811070.248649,65,0.9791368842124939
1497811756.151908,66,0.9761564135551453
1497812440.758048,67,0.976275622844696
1497813126.240991,68,0.9772293567657471
1497813811.647306,69,0.9766333103179932
1497814502.906783,70,0.9768717288970947
1497815193.465056,71,0.9784215688705444
1497815876.102614,72,0.976752519607544
1497816564.231635,73,0.9790176153182983
1497817255.058706,74,0.9799714088439941
1497817945.522179,75,0.9808059334754944
1497818636.060615,76,0.9774678349494934
1497819331.198563,77,0.9787791967391968
1497820049.067782,78,0.9750834703445435
1497820767.022619,79,0.9792560935020447
1497821482.602741,80,0.9798521995544434
1497822188.462783,81,0.9781830906867981
1497822880.49477,82,0.9772293567657471
1497823573.950423,83,0.9783023595809937
1497824267.931163,84,0.9798521995544434
1497824961.282024,85,0.9772293567657471
1497825655.120916,86,0.9783023595809937
1497826345.946701,87,0.9785407781600952
1497827039.642113,88,0.9785407781600952
1497827730.806459,89,0.9804482460021973
1497828423.570709,90,0.9790176153182983
1497829115.921969,91,0.9780638813972473
1497829806.606112,92,0.9812827706336975
1497830504.810764,93,0.9790176153182983
1497831206.314819,94,0.9779446721076965
1497831915.003363,95,0.9772293567657471
1497832623.00679,96,0.9798521995544434
1497833314.172063,97,0.9787791967391968
1497834016.897907,98,0.979613721370697
1497834713.738228,99,0.979613721370697
1497849504.862841,0,0.6444047689437866
1497849712.861272,1,0.8471626043319702
1497849994.796739,0,0.6344047784805298
1497850198.942906,1,0.8485932350158691
1497850573.296255,0,0.6321428418159485
1497850779.696673,1,0.8551502227783203
1497856590.394862,0,0.630476176738739
1497869173.951736,0,0.6333333253860474
1497869733.201238,0,0.614642858505249
1497870335.601278,0,0.6366666555404663
1497870884.700339,0,0.6392857432365417
1497871145.988859,0,0.6382142901420593
1497871749.959489,0,0.6346428394317627
1497872366.414276,0,0.653333306312561
1497872915.347528,0,0.6471428275108337
1497925128.73955,0,0.6373809576034546
1497936055.95203,0,0.647261917591095
1497936418.068888,0,0.6405952572822571
1497936711.728524,0,0.6539285778999329
1497937934.842207,0,0.6336904764175415
1497938511.027431,0,0.6503571271896362
1497939535.120957,0,0.6695238351821899
1497940707.138467,0,0.6464285850524902
1497942041.744897,0,0.8273809552192688
1497942765.897045,0,0.8484523892402649
1497943663.182586,0,0.8305952548980713
1497944468.438955,0,0.8416666388511658
1497965000.7041,0,0.8410714268684387
